world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
47,"University of California, Irvine",35,31.8,0,30,32.4,28.5,48.2,31.1,2005
47,"University of Maryland, College Park",35,31.8,25.9,0,40.8,33.6,54.6,25.6,2005
49,"University of California, Davis",36,31.8,0,0,46.5,31,62.6,29.9,2009
49,The University of Texas Southwestern Medical Center at Dallas,35,31.8,20.6,33.1,30.5,29.9,38.4,23.5,2010
47,Technical University Munich,1,31.8,39.9,23.5,25,21.9,48.1,31.8,2011
47,"University of California, Davis",33,31.8,0,0,47.3,33.9,60.4,25.3,2012
48,Karolinska Institute,1,31.9,29.6,27.3,33.5,18,48.7,25.6,2006
48,University of Pittsburgh,37,31.9,24.2,0,40,24,65,28.6,2006
49,University of Pittsburgh,36,31.9,23.5,0,39.9,23.6,65.6,28.5,2007
46,University of Southern California,32,31.9,0,27.4,39.6,26.3,52.1,19.2,2012
47,Karolinska Institute,1,31.9,22.9,26.6,24.8,22.4,51.8,37,2014
47,"University of California, Irvine",32,31.9,0,29.3,35,31.5,46,27.8,2014
48,Karolinska Institute,1,31.9,22.4,26.6,24.8,23.5,50.8,37.4,2015
46,Pierre and Marie  Curie University - Paris 6,1,32,35.7,23.9,23.6,24.2,51.2,30,2005
47,University of Southern California,36,32,0,26.8,37.7,24.1,54,26.6,2006
48,The University of Manchester,5,32,25.6,18.9,24.6,28.3,56.9,28.4,2007
50,University of Southern California,36,32,0,26.8,38.6,24.7,52.6,26.7,2008
46,"University of California, Davis",32,32,0,0,47.2,31.7,63,26,2010
46,"University of California, Irvine",32,32,0,29.3,36.7,26.3,49.3,26.9,2010
46,University of Southern California,32,32,0,26.7,38.8,26.3,53.1,20,2010
46,University of Southern California,32,32,0,26.7,39.5,26.1,53.2,19.6,2011
47,The University of Edinburgh,6,32,20.5,24.9,25.8,30.5,51.9,25.9,2015
45,Karolinska Institute,1,32.1,30.7,27.8,33.3,19.7,47.3,25.1,2005
47,"Rutgers, The State University of New Jersey",35,32.1,14.4,20,39.9,32.1,44.8,24.2,2007
49,University of Paris Sud (Paris 11),2,32.1,33.3,46.2,14.6,20.4,47,23.1,2008
45,Pennsylvania State University - University Park,31,32.1,11.8,0,46.2,36.9,55.5,22.2,2011
46,University of Copenhagen,1,32.2,28.8,24.2,25.7,25.2,51.4,31.7,2007
48,"University of California, Davis",35,32.2,0,0,46.7,31.7,63.2,30,2008
48,The University of Texas Southwestern Medical Center at Dallas,35,32.2,21.2,33.2,30.8,27.8,39.1,31.1,2009
45,"University of California, Irvine",31,32.2,0,30.2,36.9,29.5,46.4,26.6,2012
46,Heidelberg University,1,32.2,19.9,25.3,23.7,29.4,51.7,34.2,2015
43,"Rutgers, The State University of New Jersey - New Brunswick",33,32.3,15.4,20.4,36.9,32.9,47.1,24.1,2005
43,University of Pittsburgh,33,32.3,25.1,0,40.1,25.9,64.3,28.2,2005
46,"Rutgers, The State University of New Jersey - New Brunswick",35,32.3,14.8,20,38.5,32.7,46.5,24.6,2006
45,University of Paris Sud (Paris 11),2,32.3,31.7,46,12.5,20.8,49.9,23.6,2010
44,The University of Melbourne,1,32.3,17,13.3,28.6,25.3,66.9,30.2,2015
44,The University of Texas Southwestern Medical Center at Dallas,31,32.3,18.5,34.5,31.1,35.6,35.8,22.4,2015
45,Pierre and Marie  Curie University - Paris 6,1,32.4,34.4,23.5,23.1,24.9,52.9,32.5,2006
47,Utrecht University,1,32.4,27.4,20.9,28.2,28.8,53.3,26,2008
46,"University of California, Irvine",33,32.4,0,29.4,37,26.1,48.9,32.8,2009
46,University of Southern California,33,32.4,0,26.8,37.7,27,52.8,27.1,2009
44,The University of Manchester,5,32.4,23.2,18.9,27.9,28,59.1,23.1,2010
45,"University of California, Irvine",31,32.4,0,29.5,36.9,30.7,46.8,27.1,2013
45,"University of California, Irvine",34,32.5,0,29.4,35.5,28,48.9,32.1,2007
45,Pennsylvania State University - University Park,32,32.5,12.2,0,45.9,37.6,56.9,24.1,2009
45,The University of Edinburgh,6,32.5,21.1,24.9,25.8,32.5,51.8,25.8,2014
45,The University of Texas Southwestern Medical Center at Dallas,31,32.5,19,34.5,30.3,37.2,35.8,22.2,2014
44,"University of California, Irvine",34,32.6,0,29.4,35.3,28.9,49,32.4,2006
43,Pennsylvania State University - University Park,31,32.6,11.9,0,46.6,37.4,56.1,23.2,2010
44,The University of Melbourne,1,32.6,17.5,13.3,29.3,26.7,65.9,29.7,2014
42,Pennsylvania State University - University Park,32,32.7,13.5,0,44.9,37.7,58,23.8,2006
42,"University of California, Davis",32,32.7,0,0,47.4,33.3,63.3,30.1,2006
43,Pennsylvania State University - University Park,32,32.7,13.2,0,45.1,37.7,58,23.7,2007
43,"University of California, Davis",32,32.7,0,0,46.9,33.1,64.2,30,2007
43,University of Copenhagen,1,32.7,26.8,24.2,26.2,24.8,54.5,33.2,2009
43,University of Paris Sud (Paris 11),2,32.7,32.5,46.2,14.5,20.1,50.3,23.9,2009
44,Karolinska Institute,1,32.7,23.3,26.8,32.4,20.9,49.2,35.9,2013
43,"University of Maryland, College Park",30,32.7,19.7,20,31.9,32.5,52.5,26,2014
46,"University of California, Irvine",34,32.8,0,29.4,37.2,27.5,49.3,32.9,2008
43,"University of Maryland, College Park",30,32.8,19.2,20,33,31.6,52.7,26.5,2015
41,"University of California, Davis",32,32.9,0,0,46.5,34.5,64,29.8,2005
41,Utrecht University,1,32.9,30.7,21.4,27.2,27.3,55.7,25.9,2005
45,University of Copenhagen,1,33,27.4,24.2,26.3,25.4,54.5,33.4,2008
41,The University of Manchester,5,33,23.8,18.9,28.1,28.5,58.3,29.9,2009
41,Vanderbilt University,31,33,18.1,29.6,31.6,22.1,50.1,36.2,2009
42,Pennsylvania State University - University Park,32,33.1,12.5,0,45.5,38.5,58.9,24.4,2008
42,Pierre and Marie  Curie University - Paris 6,1,33.1,36.6,23.6,23.1,27.3,58.2,21.3,2008
42,Vanderbilt University,32,33.1,18.6,29.6,30.9,23.1,50.3,36,2008
44,University of Copenhagen,1,33.1,23,19.4,25.9,29.3,58.6,32.3,2012
41,Vanderbilt University,31,33.2,12.1,29.6,32.6,24.7,50.6,36.2,2006
42,Karolinska Institute,1,33.2,26.1,27.2,31.4,20.5,49.9,38.1,2010
41,The University of Texas Southwestern Medical Center at Dallas,31,33.3,21.7,33.2,30.9,31.7,39.3,32.1,2008
40,Pierre and Marie  Curie University - Paris 6,1,33.3,35.7,23.6,22.9,27.7,59.3,21.7,2009
41,University of North Carolina at Chapel Hill,30,33.3,10.7,16.2,39.4,27.7,60.6,23.9,2010
39,Pennsylvania State University - University Park,30,33.4,14,0,45.8,37.9,59.9,24,2005
39,Vanderbilt University,30,33.4,12.5,30.2,34.2,24.5,49.2,35.6,2005
40,Utrecht University,1,33.4,29.6,20.9,28.8,27.5,57.3,26.9,2006
39,University of North Carolina at Chapel Hill,30,33.4,10.9,16.3,39.1,27,60.4,28.9,2009
40,University of Copenhagen,1,33.4,26.1,24.1,26,26,56.4,32.3,2010
42,Karolinska Institute,1,33.4,23.6,27.4,32.4,23.2,49.5,35.6,2012
42,Pierre and Marie  Curie University - Paris 6,2,33.4,32.5,19.4,25.1,31,59.9,21.5,2012
42,Utrecht University,1,33.5,28.8,20.9,27.7,29.9,56.6,26.6,2007
44,Karolinska Institute,1,33.5,25.6,27.2,32.3,21.3,50.5,37.3,2011
41,University of North Carolina at Chapel Hill,30,33.5,9.4,16.8,39.6,30.8,59.2,22.9,2012
41,Vanderbilt University,31,33.6,19.5,29.6,31.4,23.8,51,36,2007
40,The University of Manchester,5,33.6,24.4,18.9,28.2,28.3,60.5,30.4,2008
41,The University of Manchester,5,33.6,18.5,32.6,27.1,26.1,56.2,25.6,2015
41,University of Paris-Sud (Paris 11),2,33.6,30.3,54.3,16.8,17.4,47.3,26.6,2015
39,The University of Texas at Austin,30,33.7,19.4,16.7,46.1,26.7,54.2,21.3,2008
43,University of Copenhagen,1,33.7,25,24.1,25.5,26.3,57.8,34.5,2011
43,University of North Carolina at Chapel Hill,30,33.7,9.3,16.4,39.6,32.8,58.6,23.5,2013
39,Pierre and Marie  Curie University - Paris 6,1,33.8,38.4,23.6,23.4,27.2,54.2,33.5,2007
39,The University of Texas Southwestern Medical Center at Dallas,30,33.8,22.8,33.2,30.6,35.5,38,31.9,2007
42,University of Copenhagen,1,33.8,22.7,19,25.9,30.3,60.2,35,2013
38,University of North Carolina at Chapel Hill,29,33.9,11.2,16.3,37.9,28.8,62,29.1,2008
40,The University of Manchester,5,33.9,19.6,33.6,27.7,25.3,56.5,23.7,2012
38,The University of Texas at Austin,29,34,18.9,16.7,46.5,27.7,54.3,21.6,2009
42,University of North Carolina at Chapel Hill,30,34,10.2,16.2,39.5,31.8,60.7,23.2,2011
41,The University of Manchester,5,34,19.3,32.8,27.7,26,57,24.4,2013
37,"University of Maryland, College Park",28,34.1,22.5,20,40.4,28.1,53.6,26.1,2009
40,University of British Columbia,2,34.1,15.4,18.8,32.8,32,63,24.2,2015
39,Pierre and Marie  Curie University - Paris 6,1,34.2,34.8,23.5,24.9,28.8,59.9,21.9,2010
40,University of British Columbia,2,34.2,16,19,32.4,31.9,63.6,22.9,2013
42,University of Paris Sud (Paris 11),2,34.2,31.1,54.3,16.8,18.5,48.4,26.5,2014
41,Pierre and Marie  Curie University - Paris 6,2,34.3,35.4,23.5,25,30.1,59.4,21.6,2011
41,"University of California, Santa Barbara",29,34.3,14.9,35.1,38.7,28.8,38.6,36.9,2014
38,The University of Texas at Austin,29,34.4,20.4,16.7,46.9,28,54.8,21.3,2007
36,University of British Columbia,2,34.4,18.1,18.9,31.6,31.3,64.8,23.7,2009
39,University of North Carolina at Chapel Hill,29,34.4,8.9,16.3,39.8,33.5,61.2,25.6,2015
38,The University of Texas at Austin,29,34.5,18.5,16.6,46.1,28.4,54.4,24.7,2010
39,University of Paris Sud (Paris 11),2,34.5,31.6,54.7,16.2,19.7,48.7,25.7,2013
39,The University of Texas at Austin,28,34.5,16.6,16.3,38.6,36.3,55.7,26,2014
39,University of Copenhagen,1,34.5,22.3,18.8,27.1,32,61.1,36.2,2014
37,"University of Maryland, College Park",28,34.6,23.1,20,40.6,30.4,53.1,26.1,2008
40,University of Paris Sud (Paris 11),1,34.6,32.2,53.9,16.1,20.3,49,24.8,2011
39,University of British Columbia,2,34.6,16.3,19.4,32.4,32.6,64.2,22.8,2012
38,"University of California, Santa Barbara",28,34.6,14.5,39.1,38.7,27.5,37.3,38,2015
36,University of British Columbia,2,34.7,17.7,18.9,32.2,30.8,65.7,23.7,2010
36,"University of Maryland, College Park",28,34.7,22,19.9,41.4,29,53.6,26.2,2010
38,"University of Maryland, College Park",29,34.7,20.3,20.6,41.5,31.9,51.7,25.9,2012
38,"University of Maryland, College Park",29,34.7,20,20.1,41.5,31.5,52.6,26.3,2013
38,The University of Manchester,5,34.7,19,32.6,28,28.2,57.8,25.9,2014
38,The University of Texas Southwestern Medical Center at Dallas,29,34.8,24.3,33.9,31.4,38.2,37.9,31,2005
38,The University of Manchester,5,34.8,21.2,33.9,28,27.7,56.6,23.8,2011
38,"University of Maryland, College Park",29,34.8,22,19.9,41.5,31,52.8,25.7,2011
37,The University of Texas at Austin,27,34.8,16.2,16.3,38.6,37.5,56,26.6,2015
39,The University of Texas at Austin,30,34.9,21,16.7,48,28.3,55.4,21.8,2006
37,University of British Columbia,2,34.9,17.6,18.9,32.3,31.8,65.9,23.4,2011
37,University of Paris Sud (Paris 11),1,34.9,32.1,55.9,16.2,20,48.8,25.4,2012
37,"University of Maryland, College Park",28,35,24.3,20,40.6,31.2,53.3,25.9,2007
35,"University of California, Santa Barbara",27,35,0,35.3,41.7,33.8,42.3,35.2,2009
36,Pierre and Marie  Curie University - Paris 6,1,35,33.6,27.4,25.8,29.8,59.2,23.9,2015
35,Duke University,27,35.1,17.6,0,47,40.9,62.5,22,2011
35,The University of Texas at Austin,27,35.1,18.6,16.6,45.6,31.7,55.2,24.1,2011
37,University of British Columbia,2,35.1,15.8,18.8,34.2,34,63.9,24.4,2014
38,The University of Texas Southwestern Medical Center at Dallas,29,35.2,23.4,33.2,31.7,38.1,39.8,33.5,2006
36,Duke University,28,35.2,16.3,0,46.5,42.1,62.7,22.3,2012
36,University of North Carolina at Chapel Hill,27,35.2,9.1,16.3,40.4,36.3,61.1,25.6,2014
35,Duke University,27,35.3,17.7,0,45.8,42.2,62,24.4,2010
37,Pierre and Marie  Curie University - Paris 6,1,35.3,35.1,27.6,25.1,30.8,59.1,22.8,2013
37,University of British Columbia,2,35.4,20.8,19.3,32.4,32.5,60.4,33.9,2005
37,"University of Maryland, College Park",28,35.4,25,20,40,32.7,53.8,26.4,2006
36,University of British Columbia,2,35.4,19.5,18.9,31.4,31,63.1,36.3,2007
36,The University of Texas at Austin,28,35.4,16.9,16.4,45.7,34.9,54.2,25.5,2013
35,Pierre and Marie  Curie University - Paris 6,1,35.4,34.5,27.4,25.8,30.2,60,23.8,2014
36,The University of Texas at Austin,28,35.5,21.7,17.1,49.1,30,54.8,21.7,2005
36,University of British Columbia,2,35.5,20.1,18.9,31.7,31.9,62.1,36.6,2006
36,"University of California, Santa Barbara",27,35.5,0,35.3,41.9,34.9,43.2,35.4,2008
35,University of Copenhagen,1,35.7,21.8,18.8,28,34,63.2,39.2,2015
35,"University of California, Santa Barbara",27,35.8,0,35.3,42.6,36.2,42.7,35.1,2007
35,The University of Texas at Austin,27,35.8,17.1,16.8,45.7,34.6,56,24.9,2012
35,"University of California, Santa Barbara",27,35.9,15.1,35.4,42.7,30.9,39.3,37.2,2013
34,University of Colorado at Boulder,26,36,12.6,34.1,37.1,36,45,34.2,2015
35,"University of California, Santa Barbara",27,36.1,0,35.3,42.1,37,43.7,35.7,2006
35,University of Colorado at Boulder,27,36.3,16.6,29.8,40.8,36.6,46.3,29.5,2005
35,University of British Columbia,2,36.3,18.6,18.9,31.8,31.9,65.8,38.2,2008
34,University of Colorado at Boulder,26,36.4,16,30.8,40,37,46.4,30.1,2006
34,University of Colorado at Boulder,26,36.4,14.8,30.8,39.3,39.4,45.5,30.4,2008
34,University of Colorado at Boulder,26,36.4,14.5,30.8,39.1,39.8,45.2,30.6,2009
34,"University of California, Santa Barbara",26,36.5,15.3,36.2,42.7,32.4,40,37,2012
33,Rockefeller University,25,36.5,17,59.8,30.3,40.9,19,39.6,2015
34,University of Colorado at Boulder,26,36.6,15.6,30.8,39.9,38.8,45.7,30,2007
33,University of Colorado at Boulder,25,36.6,13.3,31.6,39.6,39.9,44.1,31.8,2012
34,Rockefeller University,26,36.7,19.2,58.4,28.8,42.3,21,35.6,2010
34,"University of California, Santa Barbara",26,36.9,0,36,42.3,39,44.1,35.8,2005
32,New York University,24,36.9,33.2,24.5,39.7,33.1,52.9,25.8,2009
32,Rockefeller University,24,36.9,19.7,58.6,29,41.9,21.6,37.6,2009
33,"University of Minnesota, Twin Cities",25,37,33.8,0,48.6,35.9,67,23.5,2007
32,Rockefeller University,24,37,18,61.6,28.9,41.8,20.2,36,2012
31,Duke University,23,37.1,18.1,0,47,41.7,63,40,2009
32,"University of California, Santa Barbara",24,37.1,16,35.1,42,33.3,42.6,37.3,2010
32,University of Colorado at Boulder,24,37.1,14.1,30.7,38.8,41.7,44.7,33.5,2010
33,Rockefeller University,25,37.1,19.5,58.4,28.9,42.5,21.5,37.7,2011
33,"University of California, Santa Barbara",25,37.1,16.6,35.1,42.7,34.8,40.6,36.8,2011
34,Rockefeller University,26,37.1,17.7,60.2,28.9,43.1,20.4,38.1,2013
32,Duke University,24,37.2,18.6,0,46.1,42.6,63.4,39.8,2008
32,Rockefeller University,24,37.2,20.2,58.6,29.2,42.2,22.3,37.9,2008
32,University of Colorado at Boulder,24,37.2,14.4,30.7,39.5,42.2,44.8,32,2011
34,University of Colorado at Boulder,26,37.2,12.9,34.1,37.1,40.1,46.1,34.8,2014
33,University of Colorado at Boulder,25,37.3,13.1,34.3,39.6,39.2,45,33.6,2013
32,Duke University,24,37.4,19.5,0,46.9,43.6,62,39.2,2007
31,New York University,23,37.4,34.1,24.5,39.9,34.4,53.4,25.9,2008
32,Washington University in St. Louis,24,37.4,22.9,24.9,40.7,41.8,50.5,26,2015
32,Washington University in St. Louis,24,37.5,19.3,25.1,39,44.2,52.1,24.9,2013
33,Northwestern University,25,37.6,21,18.9,44.9,33.6,57.1,36.7,2006
31,Washington University in St. Louis,23,37.6,19.6,25.7,39,43.7,52.1,24.7,2012
33,Rockefeller University,25,37.6,17.5,59.8,30.3,44.2,20.8,38.9,2014
32,Duke University,24,37.7,20.8,0,47.1,45.3,60.8,38.9,2005
32,"University of Minnesota, Twin Cities",24,37.7,36,0,49.7,35.2,68.4,23.8,2005
32,"University of Minnesota, Twin Cities",24,37.8,34.8,0,50.4,34.1,69.7,24.3,2006
31,New York University,23,37.8,32.4,24.4,40.7,36.2,54.4,22.4,2010
32,Washington University in St. Louis,24,37.8,19,24.9,40.7,44.2,52.1,26.1,2014
31,Northwestern University,23,37.9,21.7,19.3,44.4,33.8,57.6,36.2,2005
30,New York University,22,38,35.8,24.5,41.3,34.4,53.9,25.9,2007
30,Rockefeller University,22,38,21.2,58.6,27.7,45.6,23.2,37.8,2007
31,Duke University,23,38,15.4,14.9,50.2,39,61.7,23.9,2015
30,Northwestern University,22,38.1,19.4,18.9,46.7,32.8,58.7,37.7,2008
30,Washington University in St. Louis,22,38.1,21.3,25.9,38.8,41,54.8,26.7,2010
31,Washington University in St. Louis,23,38.1,21.2,25.9,38.9,42.6,54.4,25.1,2011
31,Duke University,23,38.1,16,15,46.5,42.8,61.6,22.5,2013
30,Rockefeller University,22,38.2,22.6,59.8,28.3,44.1,24,35.9,2005
31,Duke University,23,38.2,20.1,0,48,45.4,62.4,40.3,2006
29,Northwestern University,21,38.2,20.4,18.9,46.9,34.2,57,36.9,2007
30,Rockefeller University,22,38.3,21.8,58.6,28.8,44.8,24.1,38.4,2006
29,New York University,21,38.4,36.8,24.5,42.8,34,54,26.4,2006
29,Northwestern University,21,38.4,18.5,18.9,48.3,35.9,59.7,28.4,2010
31,Duke University,23,38.4,15.8,14.9,50.2,40.6,61.9,23.7,2014
30,"University of Minnesota, Twin Cities",22,38.5,29.5,16.3,47.3,32.5,64,26.2,2015
29,University of Illinois at Urbana-Champaign,21,38.6,29.9,36.2,34.9,32.4,55.5,28.6,2015
30,Northwestern University,22,38.7,18.9,18.9,47,34.8,59.1,38.5,2009
30,Northwestern University,22,38.7,17.6,22.1,48.4,37.7,57.8,26.2,2011
29,New York University,21,38.8,33.8,25,43,35.3,55.4,26.3,2005
29,New York University,21,38.8,32.2,24.4,42.1,39.4,55.4,22,2011
30,Northwestern University,22,38.8,16.3,22.8,48.5,37.9,58.1,26.4,2012
27,New York University,19,38.8,28.1,31.9,35.2,40.3,56.2,23.3,2015
27,Northwestern University,19,38.8,15.4,22.1,50.3,37,58.1,28.8,2015
30,Northwestern University,22,38.9,16,22.2,48.5,39.1,57.5,27.1,2013
26,Kyoto University,2,38.9,31.6,37.2,33.6,32.6,59,23.5,2015
30,"University of Minnesota, Twin Cities",22,39.3,30.2,16.3,47.3,34.5,65.1,26.2,2014
28,Northwestern University,20,39.4,15.8,22.1,50.3,39.5,58.2,28.7,2014
28,University of Illinois at Urbana-Champaign,20,39.4,30.7,36.2,35.8,36,54.4,28.5,2014
29,Washington University in St. Louis,21,39.5,21.9,26,39.1,41.3,55,40.1,2009
27,New York University,19,39.6,28.8,31.9,36.1,42.4,56.6,23.4,2014
28,Washington University in St. Louis,20,39.7,23.5,26,39.2,43.2,53.4,39.3,2007
29,"University of Minnesota, Twin Cities",21,39.7,27.7,16.8,51.1,33.5,65,24.9,2012
29,"University of Minnesota, Twin Cities",21,39.7,27.3,16.4,51.1,34.7,64.3,25.5,2013
27,Swiss Federal Institute of Technology Zurich,1,39.9,37.7,36.3,35.5,39.9,38.4,50.5,2007
26,Kyoto University,2,39.9,30.2,37.2,34.4,35,61.2,23.8,2014
29,Washington University in St. Louis,21,40.1,22.4,26,38.6,43.2,56,40.5,2008
28,University of Toronto,1,40.3,20.7,17.3,39,38.2,77.6,27.4,2013
28,Washington University in St. Louis,20,40.4,24.2,26,37.7,45.6,55.3,40.4,2006
28,"University of Minnesota, Twin Cities",20,40.4,32.2,16.3,50,34.8,67.5,24.4,2008
28,"University of Minnesota, Twin Cities",20,40.4,31.4,16.3,49.7,35.3,67.5,24.6,2009
27,University of Toronto,1,40.5,24.4,19.3,39.1,35.1,78.2,27.5,2009
27,New York University,20,40.5,29.3,32.2,42.2,40.8,55.5,22.8,2013
28,"University of Minnesota, Twin Cities",20,40.6,30.6,16.2,50.4,36.1,66.6,23.9,2010
25,University of Toronto,1,40.6,19.9,17.2,38.8,38.6,79.1,29.3,2015
28,Washington University in St. Louis,20,40.7,25.1,26.6,38.5,46.5,53.9,39.9,2005
28,"University of Minnesota, Twin Cities",20,40.8,30,16.2,51,36.8,66.4,25.2,2011
27,New York University,20,40.8,29.7,32.9,42.2,41,55.7,22.6,2012
27,University of Toronto,1,40.8,21,17.7,39,38.4,79.1,27,2012
26,Kyoto University,2,40.8,30.7,37.5,38.9,35.1,60.2,23.2,2013
25,University of Illinois at Urbana-Champaign,19,41.1,31.2,36.5,43.3,35.9,54.2,28.4,2013
24,University of Wisconsin - Madison,18,41.1,30.8,34.8,40.2,35.7,62.5,24.6,2015
27,Swiss Federal Institute of Technology Zurich,1,41.2,38.8,36.3,35.3,39.9,43.5,52.6,2006
27,Kyoto University,2,41.2,33.8,34.7,39.5,35.5,62.2,22.7,2011
26,Kyoto University,2,41.3,31.2,35.1,38.9,36.4,63,23,2012
23,"The Imperial College of Science, Technology and Medicine",4,41.5,14.5,35.8,44.2,34.5,62,38,2015
24,"The Imperial College of Science, Technology and Medicine",4,41.6,15.1,36.1,41.6,39,60.4,35.7,2013
27,Swiss Federal Institute of Technology Zurich,1,41.7,40.2,37,35.1,41.1,43.4,52.4,2005
22,University of Michigan-Ann Arbor,17,41.7,34.4,0,56.2,41.3,75.9,25.6,2015
27,University of Toronto,1,41.8,23.8,19.2,38.8,38.3,80.3,27.9,2010
24,University of Toronto,1,41.8,20.4,17.2,38.8,42.2,80.5,29.6,2014
24,University of Wisconsin - Madison,18,41.8,31.6,34.8,40.2,37.4,63.2,24.5,2014
26,"The Imperial College of Science, Technology and Medicine",4,41.9,18.1,37.4,40.4,35.9,61.7,39.4,2009
26,"The Imperial College of Science, Technology and Medicine",4,41.9,17.7,37.2,41.4,36.9,62.3,33,2010
26,University of Toronto,1,41.9,22.8,19.2,38.9,40.6,79.5,27.2,2011
